Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome
2023-24,Enugu Rangers,Kano Pillars,4,1,Home Win
2023-24,Enugu Rangers,Katsina United,0,0,Draw
2023-24,Enugu Rangers,Kwara United,0,0,Draw
2023-24,Enugu Rangers,Lobi Stars,2,1,Home Win
2023-24,Enugu Rangers,Niger Tornadoes,2,1,Home Win
2023-24,Enugu Rangers,Plateau United,2,0,Home Win
2023-24,Enugu Rangers,Remo Stars,1,0,Home Win
2023-24,Enugu Rangers,Rivers United,1,0,Home Win
2023-24,Enugu Rangers,Shooting Stars,2,0,Home Win
2023-24,Enugu Rangers,Sporting Lagos,2,0,Home Win
2023-24,Enugu Rangers,Sunshine Stars,2,0,Home Win
2023-24,Enyimba,Abia Warriors,2,1,Home Win
2023-24,Enyimba,Akwa United,3,2,Home Win
2023-24,Enyimba,Bayelsa United,1,1,Draw
2023-24,Enyimba,Bendel Insurance,2,1,Home Win
2023-24,Enyimba,Doma United,0,0,Draw
2023-24,Enyimba,Enugu Rangers,1,1,Draw
2023-24,Enyimba,Gombe United,4,0,Home Win
2023-24,Enyimba,Heartland,1,0,Home Win
2023-24,Enyimba,Kano Pillars,5,0,Home Win
2023-24,Enyimba,Katsina United,1,0,Home Win
2023-24,Enyimba,Kwara United,1,0,Home Win
2023-24,Enyimba,Lobi Stars,1,0,Home Win
2023-24,Enyimba,Niger Tornadoes,3,1,Home Win
2023-24,Enyimba,Plateau United,2,0,Home Win
2023-24,Enyimba,Remo Stars,0,1,Away Win
2023-24,Enyimba,Rivers United,4,1,Home Win
2023-24,Enyimba,Shooting Stars,1,0,Home Win
2023-24,Enyimba,Sporting Lagos,2,0,Home Win
2023-24,Enyimba,Sunshine Stars,1,0,Home Win
2023-24,Gombe United,Abia Warriors,1,3,Away Win
2023-24,Gombe United,Akwa United,1,1,Draw
2023-24,Gombe United,Bayelsa United,1,1,Draw
2023-24,Gombe United,Bendel Insurance,1,0,Home Win
2023-24,Gombe United,Doma United,0,3,Away Win
2023-24,Gombe United,Enugu Rangers,1,2,Away Win
2023-24,Gombe United,Enyimba,2,0,Home Win
2023-24,Gombe United,Heartland,2,0,Home Win
2023-24,Gombe United,Kano Pillars,2,5,Away Win
2023-24,Gombe United,Katsina United,1,0,Home Win
2023-24,Gombe United,Kwara United,1,2,Away Win
2023-24,Gombe United,Lobi Stars,3,2,Home Win
2023-24,Gombe United,Niger Tornadoes,1,0,Home Win
2023-24,Gombe United,Plateau United,1,0,Home Win
2023-24,Gombe United,Remo Stars,0,0,Draw
2023-24,Gombe United,Rivers United,1,1,Draw
2023-24,Gombe United,Shooting Stars,1,1,Draw
2023-24,Gombe United,Sporting Lagos,2,0,Home Win
2023-24,Gombe United,Sunshine Stars,0,2,Away Win
2023-24,Heartland,Abia Warriors,2,0,Home Win
2023-24,Heartland,Akwa United,1,0,Home Win
2023-24,Heartland,Bayelsa United,2,2,Draw
2023-24,Heartland,Bendel Insurance,1,0,Home Win
2023-24,Heartland,Doma United,3,1,Home Win
2023-24,Heartland,Enugu Rangers,1,2,Away Win
2023-24,Heartland,Enyimba,0,1,Away Win
2023-24,Heartland,Gombe United,3,0,Home Win
2023-24,Heartland,Kano Pillars,1,1,Draw
2023-24,Heartland,Katsina United,1,1,Draw
2023-24,Heartland,Kwara United,1,1,Draw
2023-24,Heartland,Lobi Stars,2,2,Draw
2023-24,Heartland,Niger Tornadoes,1,0,Home Win
2023-24,Heartland,Plateau United,1,5,Away Win
2023-24,Heartland,Remo Stars,3,1,Home Win
2023-24,Heartland,Rivers United,1,1,Draw
2023-24,Heartland,Shooting Stars,1,0,Home Win
2023-24,Heartland,Sporting Lagos,3,1,Home Win
2023-24,Heartland,Sunshine Stars,1,1,Draw
2023-24,Kano Pillars,Abia Warriors,0,1,Away Win
2023-24,Kano Pillars,Akwa United,1,0,Home Win
2023-24,Kano Pillars,Bayelsa United,3,0,Home Win
2023-24,Kano Pillars,Bendel Insurance,0,0,Draw
2023-24,Kano Pillars,Doma United,3,1,Home Win
2023-24,Kano Pillars,Enugu Rangers,1,1,Draw
2023-24,Kano Pillars,Enyimba,1,0,Home Win
2023-24,Kano Pillars,Gombe United,4,0,Home Win
2023-24,Kano Pillars,Heartland,2,1,Home Win
2023-24,Kano Pillars,Katsina United,1,0,Home Win
2023-24,Kano Pillars,Kwara United,2,1,Home Win
2023-24,Kano Pillars,Lobi Stars,3,2,Home Win
2023-24,Kano Pillars,Niger Tornadoes,1,1,Draw
2023-24,Kano Pillars,Plateau United,2,1,Home Win
2023-24,Kano Pillars,Remo Stars,2,1,Home Win
2023-24,Kano Pillars,Rivers United,1,0,Home Win
2023-24,Kano Pillars,Shooting Stars,1,2,Away Win
2023-24,Kano Pillars,Sporting Lagos,1,0,Home Win
2023-24,Kano Pillars,Sunshine Stars,5,1,Home Win
2023-24,Katsina United,Abia Warriors,2,1,Home Win
2023-24,Katsina United,Akwa United,1,0,Home Win
2023-24,Katsina United,Bayelsa United,1,1,Draw
2023-24,Katsina United,Bendel Insurance,1,0,Home Win
2023-24,Katsina United,Doma United,2,0,Home Win
2023-24,Katsina United,Enugu Rangers,4,3,Home Win
2023-24,Katsina United,Enyimba,2,1,Home Win
2023-24,Katsina United,Gombe United,4,0,Home Win
2023-24,Katsina United,Heartland,1,1,Draw
2023-24,Katsina United,Kano Pillars,3,2,Home Win
2023-24,Katsina United,Kwara United,1,0,Home Win
2023-24,Katsina United,Lobi Stars,0,0,Draw
2023-24,Katsina United,Niger Tornadoes,1,0,Home Win
2023-24,Katsina United,Plateau United,2,1,Home Win
2023-24,Katsina United,Remo Stars,2,0,Home Win
2023-24,Katsina United,Rivers United,1,0,Home Win
2023-24,Katsina United,Shooting Stars,2,2,Draw
2023-24,Katsina United,Sporting Lagos,2,0,Home Win
2023-24,Katsina United,Sunshine Stars,3,2,Home Win
2023-24,Kwara United,Abia Warriors,1,0,Home Win
2023-24,Kwara United,Akwa United,1,0,Home Win
2023-24,Kwara United,Bayelsa United,1,0,Home Win
2023-24,Kwara United,Bendel Insurance,1,1,Draw
2023-24,Kwara United,Doma United,0,0,Draw
2023-24,Kwara United,Enugu Rangers,1,1,Draw
2023-24,Kwara United,Enyimba,2,1,Home Win
2023-24,Kwara United,Gombe United,2,0,Home Win
2023-24,Kwara United,Heartland,4,0,Home Win
2023-24,Kwara United,Kano Pillars,2,0,Home Win
2023-24,Kwara United,Katsina United,1,1,Draw
2023-24,Kwara United,Lobi Stars,0,2,Away Win
2023-24,Kwara United,Niger Tornadoes,0,0,Draw
2023-24,Kwara United,Plateau United,2,1,Home Win
2023-24,Kwara United,Remo Stars,3,2,Home Win
2023-24,Kwara United,Rivers United,0,0,Draw
2023-24,Kwara United,Shooting Stars,1,1,Draw
2023-24,Kwara United,Sporting Lagos,2,1,Home Win
2023-24,Kwara United,Sunshine Stars,1,0,Home Win
2023-24,Lobi Stars,Abia Warriors,2,0,Home Win
2023-24,Lobi Stars,Akwa United,1,2,Away Win
2023-24,Lobi Stars,Bayelsa United,1,1,Draw
2023-24,Lobi Stars,Bendel Insurance,0,0,Draw
2023-24,Lobi Stars,Doma United,2,1,Home Win
2023-24,Lobi Stars,Enugu Rangers,2,1,Home Win
2023-24,Lobi Stars,Enyimba,1,0,Home Win
2023-24,Lobi Stars,Gombe United,1,0,Home Win
2023-24,Lobi Stars,Heartland,1,0,Home Win
2023-24,Lobi Stars,Kano Pillars,1,1,Draw
2023-24,Lobi Stars,Katsina United,2,0,Home Win
2023-24,Lobi Stars,Kwara United,4,3,Home Win
2023-24,Lobi Stars,Niger Tornadoes,1,0,Home Win
2023-24,Lobi Stars,Plateau United,2,1,Home Win
2023-24,Lobi Stars,Remo Stars,3,2,Home Win
2023-24,Lobi Stars,Rivers United,3,2,Home Win
2023-24,Lobi Stars,Shooting Stars,2,1,Home Win
2023-24,Lobi Stars,Sporting Lagos,1,0,Home Win
2023-24,Lobi Stars,Sunshine Stars,3,2,Home Win
2023-24,Niger Tornadoes,Abia Warriors,1,0,Home Win
2023-24,Niger Tornadoes,Akwa United,1,0,Home Win
2023-24,Niger Tornadoes,Bayelsa United,1,0,Home Win
2023-24,Niger Tornadoes,Bendel Insurance,0,0,Draw
2023-24,Niger Tornadoes,Doma United,2,0,Home Win
2023-24,Niger Tornadoes,Enugu Rangers,0,2,Away Win
2023-24,Niger Tornadoes,Enyimba,0,0,Draw
2023-24,Niger Tornadoes,Gombe United,5,0,Home Win
2023-24,Niger Tornadoes,Heartland,3,2,Home Win
2023-24,Niger Tornadoes,Kano Pillars,1,0,Home Win
2023-24,Niger Tornadoes,Katsina United,0,0,Draw
2023-24,Niger Tornadoes,Kwara United,1,1,Draw
2023-24,Niger Tornadoes,Lobi Stars,3,2,Home Win
2023-24,Niger Tornadoes,Plateau United,2,3,Away Win
2023-24,Niger Tornadoes,Remo Stars,0,0,Draw
2023-24,Niger Tornadoes,Rivers United,1,0,Home Win
2023-24,Niger Tornadoes,Shooting Stars,2,1,Home Win
2023-24,Niger Tornadoes,Sporting Lagos,1,0,Home Win
2023-24,Niger Tornadoes,Sunshine Stars,2,1,Home Win
2023-24,Plateau United,Abia Warriors,3,1,Home Win
2023-24,Plateau United,Akwa United,1,2,Away Win
2023-24,Plateau United,Bayelsa United,5,1,Home Win
2023-24,Plateau United,Bendel Insurance,2,0,Home Win
2023-24,Plateau United,Doma United,4,0,Home Win
2023-24,Plateau United,Enugu Rangers,2,1,Home Win
2023-24,Plateau United,Enyimba,1,0,Home Win
2023-24,Plateau United,Gombe United,4,0,Home Win
2023-24,Plateau United,Heartland,1,0,Home Win
2023-24,Plateau United,Kano Pillars,1,1,Draw
2023-24,Plateau United,Katsina United,1,0,Home Win
2023-24,Plateau United,Kwara United,2,0,Home Win
2023-24,Plateau United,Lobi Stars,2,1,Home Win
2023-24,Plateau United,Niger Tornadoes,0,0,Draw
2023-24,Plateau United,Remo Stars,1,0,Home Win
2023-24,Plateau United,Rivers United,3,2,Home Win
2023-24,Plateau United,Shooting Stars,0,0,Draw
2023-24,Plateau United,Sporting Lagos,1,0,Home Win
2023-24,Plateau United,Sunshine Stars,1,0,Home Win
2023-24,Remo Stars,Abia Warriors,2,1,Home Win
2023-24,Remo Stars,Akwa United,2,1,Home Win
2023-24,Remo Stars,Bayelsa United,1,0,Home Win
2023-24,Remo Stars,Bendel Insurance,2,0,Home Win
2023-24,Remo Stars,Doma United,0,0,Draw
2023-24,Remo Stars,Enugu Rangers,2,1,Home Win
2023-24,Remo Stars,Enyimba,1,0,Home Win
2023-24,Remo Stars,Gombe United,4,0,Home Win
2023-24,Remo Stars,Heartland,4,1,Home Win
2023-24,Remo Stars,Kano Pillars,2,1,Home Win
2023-24,Remo Stars,Katsina United,2,1,Home Win
2023-24,Remo Stars,Kwara United,2,0,Home Win
2023-24,Remo Stars,Lobi Stars,2,0,Home Win
2023-24,Remo Stars,Niger Tornadoes,3,0,Home Win
2023-24,Remo Stars,Plateau United,1,0,Home Win
2023-24,Remo Stars,Rivers United,2,1,Home Win
2023-24,Remo Stars,Shooting Stars,3,0,Home Win
2023-24,Remo Stars,Sporting Lagos,2,1,Home Win
2023-24,Remo Stars,Sunshine Stars,2,0,Home Win
2023-24,Rivers United,Abia Warriors,2,1,Home Win
2023-24,Rivers United,Akwa United,2,1,Home Win
2023-24,Rivers United,Bayelsa United,2,0,Home Win
2023-24,Rivers United,Bendel Insurance,1,1,Draw
2023-24,Rivers United,Doma United,3,2,Home Win
2023-24,Rivers United,Enugu Rangers,2,0,Home Win
2023-24,Rivers United,Enyimba,2,0,Home Win
2023-24,Rivers United,Gombe United,6,0,Home Win
2023-24,Rivers United,Heartland,1,0,Home Win
2023-24,Rivers United,Kano Pillars,1,1,Draw
2023-24,Rivers United,Katsina United,2,0,Home Win
2023-24,Rivers United,Kwara United,0,0,Draw
2023-24,Rivers United,Lobi Stars,1,0,Home Win
2023-24,Rivers United,Niger Tornadoes,3,2,Home Win
2023-24,Rivers United,Plateau United,3,1,Home Win
2023-24,Rivers United,Remo Stars,2,0,Home Win
2023-24,Rivers United,Shooting Stars,1,0,Home Win
2023-24,Rivers United,Sporting Lagos,4,1,Home Win
2023-24,Rivers United,Sunshine Stars,1,1,Draw
2023-24,Shooting Stars,Abia Warriors,4,0,Home Win
2023-24,Shooting Stars,Akwa United,3,0,Home Win
2023-24,Shooting Stars,Bayelsa United,1,0,Home Win
2023-24,Shooting Stars,Bendel Insurance,1,0,Home Win
2023-24,Shooting Stars,Doma United,3,1,Home Win
2023-24,Shooting Stars,Enugu Rangers,1,0,Home Win
2023-24,Shooting Stars,Enyimba,1,2,Away Win
2023-24,Shooting Stars,Gombe United,2,1,Home Win
2023-24,Shooting Stars,Heartland,0,0,Draw
2023-24,Shooting Stars,Kano Pillars,1,0,Home Win
2023-24,Shooting Stars,Katsina United,1,1,Draw
2023-24,Shooting Stars,Kwara United,2,0,Home Win
2023-24,Shooting Stars,Lobi Stars,2,0,Home Win
2023-24,Shooting Stars,Niger Tornadoes,4,1,Home Win
2023-24,Shooting Stars,Plateau United,2,1,Home Win
2023-24,Shooting Stars,Remo Stars,2,0,Home Win
2023-24,Shooting Stars,Rivers United,1,0,Home Win
2023-24,Shooting Stars,Sporting Lagos,1,0,Home Win
2023-24,Shooting Stars,Sunshine Stars,2,0,Home Win
2023-24,Sporting Lagos,Abia Warriors,4,2,Home Win
2023-24,Sporting Lagos,Akwa United,2,1,Home Win
2023-24,Sporting Lagos,Bayelsa United,1,1,Draw
2023-24,Sporting Lagos,Bendel Insurance,1,0,Home Win
2023-24,Sporting Lagos,Doma United,0,0,Draw
2023-24,Sporting Lagos,Enugu Rangers,0,0,Draw
2023-24,Sporting Lagos,Enyimba,2,1,Home Win
2023-24,Sporting Lagos,Gombe United,2,0,Home Win
2023-24,Sporting Lagos,Heartland,1,1,Draw
2023-24,Sporting Lagos,Kano Pillars,3,0,Home Win
2023-24,Sporting Lagos,Katsina United,1,0,Home Win
2023-24,Sporting Lagos,Kwara United,2,0,Home Win
2023-24,Sporting Lagos,Lobi Stars,1,1,Draw
2023-24,Sporting Lagos,Niger Tornadoes,2,1,Home Win
2023-24,Sporting Lagos,Plateau United,1,2,Away Win
2023-24,Sporting Lagos,Remo Stars,4,1,Home Win
2023-24,Sporting Lagos,Rivers United,1,0,Home Win
